id,gold_pattern,epoch4_pred8way,epoch4_gold_q,epoch4_gold_rank,epoch4_top1_margin,epoch4_gold_margin,epoch4_norm_entropy,epoch4_eff_support,epoch5_pred8way,epoch5_gold_q,epoch5_gold_rank,epoch5_top1_margin,epoch5_gold_margin,epoch5_norm_entropy,epoch5_eff_support,v1_pred8way,v1_gold_q,v1_gold_rank,v1_top1_margin,v1_gold_margin,v1_norm_entropy,v1_eff_support,v2_pred8way,v2_gold_q,v2_gold_rank,v2_top1_margin,v2_gold_margin,v2_norm_entropy,v2_eff_support,v3_pred8way,v3_gold_q,v3_gold_rank,v3_top1_margin,v3_gold_margin,v3_norm_entropy,v3_eff_support
kk_grpo_v3_final_holdout_000384,KKK,KKK,0.998070,1,7.0760,7.0760,0.007737,1.0162,KKK,0.999769,1,8.6982,8.6982,0.001110,1.0023,KKK,0.999985,1,11.7010,11.7010,0.000093,1.0002,KKK,0.999998,1,13.5314,13.5314,0.000016,1.0000,KKK,0.999996,1,13.0231,13.0231,0.000026,1.0001
kk_grpo_v3_final_holdout_000385,NNK,KNN,0.005018,6,0.0616,-4.3314,0.654554,3.9005,KKN,0.001341,6,0.2520,-5.8209,0.593158,3.4330,KKK,0.000056,7,1.2500,-9.3864,0.488811,2.7634,KKN,0.000009,7,1.2759,-11.3740,0.285348,1.8101,KKN,0.000324,7,1.2557,-7.5851,0.473598,2.6773
kk_grpo_v3_final_holdout_000386,KNN,KKN,0.306987,2,0.6253,-0.6253,0.454981,2.5757,KKN,0.269149,2,0.8751,-0.8751,0.407531,2.3337,KKN,0.047230,2,3.0041,-3.0041,0.092571,1.2123,KKN,0.164045,2,1.6279,-1.6279,0.216580,1.5689,KKN,0.318579,2,0.7568,-0.7568,0.309102,1.9017
kk_grpo_v3_final_holdout_000387,NKK,KNK,0.468349,2,0.1207,-0.1207,0.342539,2.0387,KNK,0.320806,2,0.7424,-0.7424,0.316544,1.9314,NKK,0.957878,1,3.1258,3.1258,0.084267,1.1915,KNK,0.047433,2,2.9995,-2.9995,0.093211,1.2139,NKK,0.651348,1,0.6257,0.6257,0.312039,1.9134
kk_grpo_v3_final_holdout_000388,NNK,KNN,0.311206,2,0.1237,-0.1237,0.575413,3.3086,NNK,0.448695,1,0.2502,0.2502,0.528568,3.0015,NNK,0.694344,1,1.2502,1.2502,0.395300,2.2751,KNN,0.002048,3,4.4999,-6.1772,0.039390,1.0854,NNK,0.675702,1,1.2422,1.2422,0.475300,2.6868
kk_grpo_v3_final_holdout_000389,KNK,KNK,0.499573,1,0.0430,0.0430,0.379154,2.1999,NKK,0.499123,2,0.0000,-0.0000,0.339543,2.0260,NKK,0.053323,2,2.8726,-2.8726,0.112464,1.2635,KNK,0.979579,1,3.8751,3.8751,0.048238,1.1055,NKK,0.316836,2,0.7464,-0.7464,0.339114,2.0242
kk_grpo_v3_final_holdout_000390,KKN,KKN,0.610734,1,1.0013,1.0013,0.506089,2.8645,KKN,0.722057,1,1.3761,1.3761,0.403901,2.3161,KKN,0.966704,1,3.7501,3.7501,0.083994,1.1908,KKN,0.969019,1,3.4994,3.4994,0.070009,1.1567,KKN,0.968893,1,4.2842,4.2842,0.085647,1.1949
kk_grpo_v3_final_holdout_000391,KNN,KNN,0.720716,1,1.6259,1.6259,0.398677,2.2911,NNK,0.109444,3,0.5898,-1.5898,0.547236,3.1204,KNK,0.000390,5,1.0989,-7.5000,0.365779,2.1396,NNK,0.291147,2,0.5832,-0.5832,0.508710,2.8801,KNK,0.006320,3,0.6277,-4.6250,0.340798,2.0313
kk_grpo_v3_final_holdout_000392,KKK,KKK,0.999980,1,10.8773,10.8773,0.000118,1.0002,KKK,0.999993,1,12.0070,12.0070,0.000045,1.0001,KKK,0.999998,1,13.6895,13.6895,0.000011,1.0000,KKK,0.999999,1,14.1293,14.1293,0.000006,1.0000,KKK,0.999999,1,14.7504,14.7504,0.000004,1.0000
kk_grpo_v3_final_holdout_000393,KKK,KKK,0.999874,1,9.3526,9.3526,0.000658,1.0014,KKK,0.999987,1,11.8035,11.8035,0.000084,1.0002,KKK,0.999996,1,12.9411,12.9411,0.000030,1.0001,KKK,0.999999,1,14.9387,14.9387,0.000004,1.0000,KKK,0.999999,1,14.8713,14.8713,0.000007,1.0000
kk_grpo_v3_final_holdout_000394,NKN,NKN,0.592539,1,0.4368,0.4368,0.370226,2.1595,NKN,0.531195,1,0.2853,0.2853,0.427311,2.4316,NKN,0.879940,1,2.1597,2.1597,0.203125,1.5256,KNN,0.245082,2,1.1125,-1.1125,0.292174,1.8359,NKN,0.679150,1,0.7508,0.7508,0.302972,1.8776
kk_grpo_v3_final_holdout_000395,KNN,KNN,0.988993,1,4.5041,4.5041,0.029356,1.0629,KNN,0.998069,1,6.2626,6.2626,0.006809,1.0143,KNN,0.997196,1,5.9753,5.9753,0.009705,1.0204,KNN,0.999737,1,8.2522,8.2522,0.001179,1.0025,KNN,0.994090,1,5.1260,5.1260,0.017440,1.0369
kk_grpo_v3_final_holdout_000396,NKK,NKK,0.649715,1,0.6229,0.6229,0.317120,1.9337,NKK,0.562187,1,0.2502,0.2502,0.329958,1.9860,NKK,0.901848,1,2.2469,2.2469,0.161178,1.3982,KKN,0.468740,2,0.1250,-0.1250,0.332945,1.9984,NKK,0.700416,1,0.8673,0.8673,0.306524,1.8916
kk_grpo_v3_final_holdout_000397,NNK,NNK,0.515641,1,0.1955,0.1955,0.440630,2.4999,NNK,0.530414,1,0.1255,0.1255,0.338476,2.0215,NNK,0.939724,1,2.7500,2.7500,0.110171,1.2575,NNK,0.592538,1,0.3891,0.3891,0.340367,2.0295,NNK,0.892750,1,2.1244,2.1244,0.165559,1.4110
kk_grpo_v3_final_holdout_000398,KKK,KKK,0.999930,1,9.6250,9.6250,0.000362,1.0008,KKK,0.999997,1,12.7500,12.7500,0.000023,1.0000,KKK,0.999999,1,14.2500,14.2500,0.000009,1.0000,KKK,0.999998,1,13.5005,13.5005,0.000012,1.0000,KKK,1.000000,1,15.5625,15.5625,0.000003,1.0000
kk_grpo_v3_final_holdout_000399,KKK,KKK,0.999129,1,7.7724,7.7724,0.003842,1.0080,KKK,0.999919,1,10.2915,10.2915,0.000449,1.0009,KKK,0.999952,1,10.1944,10.1944,0.000270,1.0006,KKK,0.999995,1,12.3752,12.3752,0.000032,1.0001,KKK,0.999995,1,12.8126,12.8126,0.000034,1.0001
kk_grpo_v3_final_holdout_000400,KNK,KNK,0.988699,1,5.1250,5.1250,0.034099,1.0735,KNK,0.999144,1,7.4997,7.4997,0.003607,1.0075,KNK,0.999368,1,7.3750,7.3750,0.002557,1.0053,KNK,0.999908,1,9.8750,9.8750,0.000487,1.0010,KNK,0.994084,1,5.1250,5.1250,0.017451,1.0370
kk_grpo_v3_final_holdout_000401,NKK,NKN,0.005586,4,3.3416,-5.1250,0.139428,1.3363,NKN,0.338413,2,0.6250,-0.6250,0.375017,2.1811,NKK,0.923060,1,2.5000,2.5000,0.133607,1.3203,NKK,0.850663,1,1.7500,1.7500,0.207343,1.5390,NKK,0.921185,1,2.5000,2.5000,0.140669,1.3398
kk_grpo_v3_final_holdout_000402,NNK,NNK,0.798097,1,1.3749,1.3749,0.242351,1.6553,NNK,0.952555,1,3.0001,3.0001,0.091921,1.2106,NNK,0.851932,1,1.7500,1.7500,0.201799,1.5214,NNK,0.995916,1,5.4999,5.4999,0.012811,1.0270,NNK,0.996347,1,5.6251,5.6251,0.011771,1.0248
kk_grpo_v3_final_holdout_000403,NNN,NNN,0.972487,1,4.9021,4.9021,0.082141,1.1863,NNN,0.981795,1,4.9516,4.9516,0.056857,1.1255,NNN,0.994488,1,5.6272,5.6272,0.018470,1.0392,NNN,0.999441,1,7.9299,7.9299,0.002554,1.0053,NNN,0.998669,1,6.9636,6.9636,0.005372,1.0112
kk_grpo_v3_final_holdout_000404,KNK,KNK,0.711307,1,1.3750,1.3750,0.451618,2.5577,KNK,0.875522,1,2.5000,2.5000,0.244678,1.6633,KNK,0.895805,1,2.4757,2.4757,0.206046,1.5349,KNK,0.930305,1,2.6250,2.6250,0.127407,1.3033,KNK,0.896287,1,2.5918,2.5918,0.201733,1.5212
kk_grpo_v3_final_holdout_000405,KKK,KKK,0.896207,1,2.4834,2.4834,0.205438,1.5330,KKK,0.983078,1,4.1521,4.1521,0.044194,1.0963,KKK,0.995346,1,5.3770,5.3770,0.014409,1.0304,KKK,0.999568,1,8.4747,8.4747,0.002041,1.0043,KKK,0.995914,1,5.5010,5.5010,0.012839,1.0271
kk_grpo_v3_final_holdout_000406,KKN,KKN,0.924188,1,2.6166,2.6166,0.142374,1.3445,KKN,0.946079,1,2.8742,2.8742,0.102488,1.2375,KKN,0.933185,1,3.0000,3.0000,0.137794,1.3318,KKN,0.994675,1,5.2495,5.2495,0.016232,1.0343,KKN,0.981773,1,4.6250,4.6250,0.049864,1.1093
kk_grpo_v3_final_holdout_000407,NNK,NNK,0.678978,1,0.7500,0.7500,0.303103,1.8781,NNK,0.932361,1,2.6250,2.6250,0.119426,1.2819,NNK,0.999681,1,8.3750,8.3750,0.001512,1.0031,NNK,0.999840,1,9.3771,9.3771,0.000834,1.0017,NNK,0.970591,1,3.5000,3.5000,0.064174,1.1428
kk_grpo_v3_final_holdout_000408,KKN,KNN,0.182428,2,1.5000,-1.5000,0.228562,1.6085,KNN,0.294209,2,0.8750,-0.8750,0.291382,1.8329,KKN,0.970685,1,3.5000,3.5000,0.063662,1.1415,KKN,0.731056,1,1.0000,1.0000,0.279993,1.7900,KKN,0.987564,1,4.3749,4.3749,0.032193,1.0692
kk_grpo_v3_final_holdout_000409,NKN,NKN,0.851880,1,1.7501,1.7501,0.202170,1.5226,NKN,0.946428,1,2.8750,2.8750,0.101053,1.2338,NKN,0.979396,1,3.8754,3.8754,0.049052,1.1074,NKN,0.993295,1,5.0040,5.0040,0.019488,1.0414,NKN,0.957876,1,3.1259,3.1259,0.084294,1.1916
kk_grpo_v3_final_holdout_000410,KKN,KNK,0.038509,3,2.8029,-3.1197,0.257990,1.7100,KNK,0.017135,4,3.6727,-3.9974,0.156730,1.3853,KNK,0.007470,3,4.5235,-4.8683,0.080215,1.1815,KNK,0.002468,3,2.7500,-5.9379,0.124572,1.2957,KNN,0.008567,3,3.0000,-4.6986,0.127142,1.3026
kk_grpo_v3_final_holdout_000411,KKN,KNN,0.155153,2,1.2500,-1.2500,0.648386,3.8508,KNK,0.280846,2,0.1808,-0.1808,0.678275,4.0977,KNK,0.005583,6,0.0586,-4.4336,0.493568,2.7908,KNN,0.059369,2,2.7288,-2.7288,0.191818,1.4901,KKK,0.068158,3,0.0672,-1.8750,0.564779,3.2363
kk_grpo_v3_final_holdout_000412,KNN,KNN,0.999652,1,8.1250,8.1250,0.001587,1.0033,KNN,0.999923,1,9.8750,9.8750,0.000419,1.0009,KNN,0.999266,1,7.2500,7.2500,0.002954,1.0062,KNN,0.999995,1,12.6812,12.6812,0.000032,1.0001,KNN,0.999958,1,10.3750,10.3750,0.000239,1.0005
kk_grpo_v3_final_holdout_000413,NNK,NNK,0.700292,1,1.0003,1.0003,0.359039,2.1098,NNK,0.584354,1,0.3760,0.3760,0.358502,2.1075,NNK,0.865300,1,1.8692,1.8692,0.193817,1.4964,NNK,0.934355,1,2.7504,2.7504,0.126247,1.3002,NNK,0.796858,1,2.4266,2.4266,0.366505,2.1428
kk_grpo_v3_final_holdout_000414,KNN,KNN,0.684378,1,1.1928,1.1928,0.440398,2.4987,KNN,0.730396,1,1.5545,1.5545,0.415127,2.3708,KNN,0.761048,1,1.4807,1.4807,0.364419,2.1336,KNN,0.991286,1,5.1278,5.1278,0.027984,1.0599,KNN,0.884224,1,2.4784,2.4784,0.227925,1.6063
kk_grpo_v3_final_holdout_000415,KKN,KKN,0.977778,1,3.8750,3.8750,0.054707,1.1205,KKN,0.999120,1,7.1251,7.1251,0.003555,1.0074,KKN,0.999914,1,10.0000,10.0000,0.000480,1.0010,KKN,0.999952,1,10.5000,10.5000,0.000276,1.0006,KKN,0.999766,1,8.3750,8.3750,0.001063,1.0022
kk_grpo_v3_final_holdout_000416,NKN,KNK,0.438076,2,0.1630,-0.1630,0.422992,2.4099,KNK,0.118202,2,1.9875,-1.9875,0.221804,1.5860,KNK,0.009576,3,1.3741,-4.4127,0.268098,1.7463,KNK,0.000158,4,2.6233,-8.6811,0.124190,1.2947,KKK,0.000025,4,0.6254,-10.1840,0.311552,1.9114
kk_grpo_v3_final_holdout_000417,NNK,NNK,0.851349,1,1.7553,1.7553,0.206749,1.5371,NNK,0.914726,1,2.3747,2.3747,0.140781,1.3401,NNK,0.981897,1,3.9994,3.9994,0.043874,1.0955,NNK,0.991404,1,4.7500,4.7500,0.023844,1.0508,NNK,0.970576,1,3.4997,3.4997,0.064171,1.1428
kk_grpo_v3_final_holdout_000418,NKN,NKN,0.923746,1,2.5693,2.5693,0.139827,1.3374,NKN,0.903062,1,2.3026,2.3026,0.166440,1.4135,NKN,0.991189,1,4.7518,4.7518,0.024854,1.0530,NKN,0.996290,1,5.6242,5.6242,0.012022,1.0253,NKN,0.995958,1,5.6423,5.6423,0.013522,1.0285
kk_grpo_v3_final_holdout_000419,KKK,KKK,0.994832,1,6.0000,6.0000,0.017899,1.0379,KKK,0.999921,1,10.2546,10.2546,0.000439,1.0009,KKK,0.999945,1,10.5005,10.5005,0.000312,1.0006,KKK,0.999986,1,11.3750,11.3750,0.000086,1.0002,KKK,0.999996,1,12.7500,12.7500,0.000029,1.0001
kk_grpo_v3_final_holdout_000420,NNK,NNK,0.765274,1,1.1884,1.1884,0.267336,1.7435,NNK,0.944743,1,2.8409,2.8409,0.103186,1.2393,NNK,0.977928,1,3.8719,3.8719,0.053907,1.1186,NNK,0.999587,1,8.1251,8.1251,0.001916,1.0040,NNK,0.986538,1,4.4985,4.4985,0.037785,1.0817
kk_grpo_v3_final_holdout_000421,KNN,NNK,0.428579,2,0.2015,-0.2015,0.418451,2.3873,KNN,0.642896,1,0.6496,0.6496,0.359711,2.1128,NNK,0.029365,2,3.4948,-3.4948,0.074295,1.1671,NNK,0.410433,2,0.3618,-0.3618,0.326717,1.9727,NNK,0.164342,2,1.6256,-1.6256,0.217375,1.5715
kk_grpo_v3_final_holdout_000422,KKN,KKN,0.994048,1,5.1513,5.1513,0.017986,1.0381,KKN,0.999857,1,9.2235,9.2235,0.000726,1.0015,KKN,0.999950,1,10.0336,10.0336,0.000272,1.0006,KKN,0.999992,1,12.3870,12.3870,0.000054,1.0001,KKN,0.999994,1,12.3137,12.3137,0.000037,1.0001
kk_grpo_v3_final_holdout_000423,NNK,NKN,0.019254,3,2.9343,-3.8732,0.157583,1.3878,NKN,0.000896,5,4.1884,-6.9942,0.061750,1.1370,NKN,0.000907,4,4.1250,-6.9845,0.054364,1.1197,NKN,0.000203,4,3.6250,-8.4737,0.061919,1.1374,NKN,0.095171,3,1.6250,-2.0702,0.352007,2.0792
kk_grpo_v3_final_holdout_000424,NKN,NKN,0.977507,1,3.8751,3.8751,0.055276,1.1218,NKN,0.993527,1,5.1251,5.1251,0.019745,1.0419,NKN,0.997090,1,5.8751,5.8751,0.009831,1.0207,NKN,0.880784,1,2.0002,2.0002,0.175894,1.4416,NKN,0.531171,1,0.1251,0.1251,0.332999,1.9986
kk_grpo_v3_final_holdout_000425,KNN,KNN,0.886486,1,2.1251,2.1251,0.184016,1.4662,KKN,0.468819,2,0.1247,-0.1247,0.332958,1.9984,KKN,0.095392,2,2.2494,-2.2494,0.151675,1.3708,KNN,0.592860,1,0.3758,0.3758,0.325065,1.9659,KKN,0.119061,2,2.0013,-2.0013,0.175638,1.4408
kk_grpo_v3_final_holdout_000426,NNK,NNK,0.499877,1,0.0002,0.0002,0.334741,2.0059,KKN,0.468725,2,0.1250,-0.1250,0.333166,1.9993,NNK,0.981890,1,4.0006,4.0006,0.043987,1.0958,NNK,0.561588,1,0.2491,0.2491,0.332145,1.9951,NNK,0.704826,1,0.8740,0.8740,0.295523,1.8488
kk_grpo_v3_final_holdout_000427,NKN,KNK,0.119564,2,1.8879,-1.8879,0.331221,1.9912,KNK,0.063535,3,1.9260,-2.5517,0.293932,1.8427,KNK,0.028451,2,3.5097,-3.5097,0.116168,1.2732,KNK,0.029659,3,2.8036,-3.4289,0.167258,1.4160,KNK,0.000333,3,2.2542,-7.9055,0.153766,1.3768
kk_grpo_v3_final_holdout_000428,KNN,KNN,0.997180,1,5.8750,5.8750,0.009374,1.0197,KNN,0.984086,1,4.1250,4.1250,0.039311,1.0852,KNN,0.979654,1,3.8749,3.8749,0.047848,1.1046,KNN,0.993302,1,5.0000,5.0000,0.019355,1.0411,KNK,0.468775,2,0.1250,-0.1250,0.332501,1.9965
kk_grpo_v3_final_holdout_000429,NNK,KKN,0.160381,3,0.2608,-1.0104,0.572514,3.2888,KKN,0.063583,3,0.8193,-2.3193,0.404501,2.3190,NKK,0.103363,3,1.1554,-1.8748,0.422120,2.4055,KKN,0.031379,3,2.4513,-3.3256,0.241312,1.6517,KKN,0.165258,3,0.7120,-1.2120,0.487277,2.7546
kk_grpo_v3_final_holdout_000430,NKK,NKK,0.838228,1,1.9924,1.9924,0.280983,1.7937,NKK,0.902893,1,2.2493,2.2493,0.157957,1.3888,NKK,0.945834,1,2.8768,2.8768,0.103667,1.2406,NKK,0.991794,1,5.3769,5.3769,0.027059,1.0579,NKK,0.974131,1,3.8858,3.8858,0.064500,1.1435
kk_grpo_v3_final_holdout_000431,NNN,NNN,0.961752,1,3.2450,3.2450,0.080189,1.1815,NNN,0.939681,1,2.7498,2.7498,0.110393,1.2580,NNN,0.984063,1,4.1269,4.1269,0.039533,1.0857,NNN,0.999827,1,9.2499,9.2499,0.000864,1.0018,NNN,0.999506,1,7.6290,7.6290,0.002070,1.0043
kk_grpo_v3_final_holdout_000432,KNN,KNN,0.903784,1,2.8277,2.8277,0.187778,1.4777,KNN,0.945881,1,2.9305,2.9305,0.109145,1.2548,KNN,0.979756,1,4.3750,4.3750,0.057606,1.1273,KNN,0.994467,1,5.3199,5.3199,0.017776,1.0377,KNN,0.979007,1,3.8805,3.8805,0.051031,1.1120
kk_grpo_v3_final_holdout_000433,KNN,KNN,0.914959,1,2.3829,2.3829,0.141817,1.3430,KNN,0.952579,1,3.0083,3.0083,0.092968,1.2133,KNN,0.979762,1,3.8849,3.8849,0.047980,1.1049,KNN,0.998945,1,6.9138,6.9138,0.004118,1.0086,KNN,0.995915,1,5.5073,5.5073,0.012902,1.0272
kk_grpo_v3_final_holdout_000434,NKK,NKK,0.834046,1,1.6238,1.6238,0.220962,1.5832,NKK,0.923440,1,2.4992,2.4992,0.131983,1.3158,NKK,0.962534,1,3.2498,3.2498,0.077307,1.1744,NKK,0.966704,1,3.3746,3.3746,0.070833,1.1587,NKK,0.904631,1,2.2499,2.2499,0.151460,1.3702
kk_grpo_v3_final_holdout_000435,KNK,KNK,0.711153,1,1.2500,1.2500,0.375458,2.1831,KNK,0.870102,1,2.1250,2.1250,0.217152,1.5708,KNK,0.983518,1,4.3750,4.3750,0.044944,1.0980,KNK,0.834502,1,1.6250,1.6250,0.219146,1.5773,KNK,0.988095,1,5.0000,5.0000,0.035074,1.0757
kk_grpo_v3_final_holdout_000436,NNK,KNN,0.172989,2,1.4189,-1.4189,0.418127,2.3856,KNN,0.256083,2,0.9135,-0.9135,0.453572,2.5681,KNN,0.070589,3,2.2497,-2.4083,0.363887,2.1312,NNK,0.608304,1,0.6477,0.6477,0.421827,2.4041,KNN,0.289446,2,0.8848,-0.8848,0.316545,1.9314
kk_grpo_v3_final_holdout_000437,KKK,KKK,0.999434,1,8.3750,8.3750,0.002642,1.0055,KKK,0.999965,1,10.5549,10.5549,0.000200,1.0004,KKK,0.999940,1,9.7515,9.7515,0.000313,1.0007,KKK,0.999992,1,12.5000,12.5000,0.000053,1.0001,KKK,0.999995,1,12.7117,12.7117,0.000035,1.0001
kk_grpo_v3_final_holdout_000438,KNK,KNK,0.995363,1,5.3750,5.3750,0.014296,1.0302,KNK,0.987564,1,4.3750,4.3750,0.032200,1.0693,KNK,0.880800,1,2.0001,2.0001,0.175699,1.4410,KNK,0.939915,1,2.7500,2.7500,0.109266,1.2551,KNK,0.622484,1,0.5001,0.5001,0.318768,1.9403
kk_grpo_v3_final_holdout_000439,KKK,KKK,0.999959,1,10.1303,10.1303,0.000223,1.0005,KKK,0.999979,1,10.8138,10.8138,0.000120,1.0002,KKK,0.999972,1,10.5111,10.5111,0.000159,1.0003,KKK,0.999987,1,11.3140,11.3140,0.000075,1.0002,KKK,0.999986,1,11.2080,11.2080,0.000083,1.0002
kk_grpo_v3_final_holdout_000440,NNK,NKN,0.184628,2,1.3720,-1.3720,0.400496,2.2998,NKN,0.032877,4,2.3261,-3.2268,0.323962,1.9614,NKN,0.047139,2,2.9904,-2.9904,0.134819,1.3236,NKN,0.008550,2,4.7481,-4.7481,0.041409,1.0899,NKN,0.094298,2,2.2238,-2.2238,0.232908,1.6231
kk_grpo_v3_final_holdout_000441,KKK,KKK,0.998919,1,6.8750,6.8750,0.004184,1.0087,KKK,0.999971,1,10.6875,10.6875,0.000166,1.0003,KKK,0.999695,1,8.1250,8.1250,0.001355,1.0028,KKK,0.999654,1,8.0000,8.0000,0.001516,1.0032,KKK,0.999992,1,12.4523,12.4523,0.000055,1.0001
kk_grpo_v3_final_holdout_000442,NKK,KNK,0.330604,2,0.1271,-0.1271,0.532829,3.0283,NKK,0.565354,1,0.3306,0.3306,0.383128,2.2182,NNN,0.405294,2,0.3027,-0.3027,0.403719,2.3152,KNK,0.273575,2,0.9480,-0.9480,0.333036,1.9988,NKK,0.661859,1,1.0530,1.0530,0.450962,2.5542
kk_grpo_v3_final_holdout_000443,NNN,NNN,0.929841,1,3.1411,3.1411,0.148768,1.3625,NNN,0.936915,1,3.1118,3.1118,0.135621,1.3258,NNN,0.989951,1,4.7543,4.7543,0.029988,1.0643,NNN,0.995586,1,6.2498,6.2498,0.015939,1.0337,NNN,0.994701,1,5.5017,5.5017,0.018004,1.0381
kk_grpo_v3_final_holdout_000444,KKK,KKK,0.748871,1,1.1684,1.1684,0.308117,1.8978,KKK,0.731078,1,1.0119,1.0119,0.289132,1.8244,KKK,0.957666,1,3.1219,3.1219,0.084749,1.1927,KKK,0.622719,1,0.5041,0.5041,0.322709,1.9563,KKK,0.914984,1,2.3806,2.3806,0.141144,1.3411
kk_grpo_v3_final_holdout_000445,KNK,KNK,0.818781,1,1.5739,1.5739,0.255370,1.7007,KNK,0.961062,1,3.2577,3.2577,0.083979,1.1908,KNK,0.997649,1,6.2985,6.2985,0.008815,1.0185,KNK,0.999579,1,7.8802,7.8802,0.001853,1.0039,KNK,0.999703,1,8.7504,8.7504,0.001431,1.0030
kk_grpo_v3_final_holdout_000446,NKN,NKN,0.992929,1,5.2249,5.2249,0.022653,1.0482,NKN,0.998120,1,6.5002,6.5002,0.007036,1.0147,NKN,0.554520,1,0.2192,0.2192,0.330911,1.9900,NKN,0.973844,1,3.6250,3.6250,0.058818,1.1301,NKN,0.798060,1,1.3750,1.3750,0.242555,1.6560
kk_grpo_v3_final_holdout_000447,NKN,NKN,0.726012,1,1.1056,1.1056,0.340092,2.0283,NKN,0.530509,1,0.2128,0.2128,0.400987,2.3021,NKN,0.851802,1,2.0023,2.0023,0.240362,1.6484,NKN,0.999692,1,8.4741,8.4741,0.001460,1.0030,NKN,0.992133,1,5.1212,5.1212,0.024618,1.0525
kk_grpo_v3_final_holdout_000448,NKK,KNN,0.233703,3,0.6320,-0.6738,0.610721,3.5607,KKK,0.074014,3,0.0050,-1.8133,0.486275,2.7488,KKK,0.001669,3,2.6259,-6.3235,0.125308,1.2977,NKK,0.561014,1,0.5434,0.5434,0.464423,2.6267,KKN,0.009403,4,1.7728,-4.3983,0.368470,2.1516
kk_grpo_v3_final_holdout_000449,KKK,KKK,0.999763,1,8.3983,8.3983,0.001095,1.0023,KKK,0.999898,1,9.2575,9.2575,0.000514,1.0011,KKK,0.999953,1,10.1894,10.1894,0.000265,1.0006,KKK,0.999990,1,12.0380,12.0380,0.000066,1.0001,KKK,0.999994,1,12.7016,12.7016,0.000044,1.0001
kk_grpo_v3_final_holdout_000450,NKN,NKN,0.617969,1,0.6786,0.6786,0.419165,2.3908,NKN,0.777049,1,1.2663,1.2663,0.266407,1.7402,NKN,0.946513,1,2.9186,2.9186,0.105288,1.2448,NKN,0.679246,1,0.7991,0.7991,0.331536,1.9925,NKN,0.774475,1,1.2430,1.2430,0.263038,1.7280
kk_grpo_v3_final_holdout_000451,KKK,KKK,0.999951,1,10.0040,10.0040,0.000266,1.0006,KKK,0.999984,1,11.1882,11.1882,0.000095,1.0002,KKK,0.999996,1,12.4998,12.4998,0.000027,1.0001,KKK,0.999999,1,14.0643,14.0643,0.000007,1.0000,KKK,0.999998,1,13.7500,13.7500,0.000012,1.0000
kk_grpo_v3_final_holdout_000452,KKN,KKN,0.817583,1,1.5043,1.5043,0.230889,1.6163,KKN,0.777325,1,1.2502,1.2502,0.255107,1.6997,KKN,0.987548,1,4.3809,4.3809,0.032503,1.0699,KKN,0.999997,1,13.3768,13.3768,0.000021,1.0000,KKN,0.999660,1,8.0000,8.0000,0.001479,1.0031
kk_grpo_v3_final_holdout_000453,NNK,NNK,0.745791,1,1.2152,1.2152,0.320473,1.9472,NNK,0.838929,1,1.7390,1.7390,0.235100,1.6305,NNK,0.971994,1,4.1222,4.1222,0.070723,1.1584,NNK,0.776851,1,1.2504,1.2504,0.257552,1.7084,NNK,0.815303,1,1.4992,1.4992,0.236788,1.6362
kk_grpo_v3_final_holdout_000454,KKN,KNK,0.075852,3,0.2500,-1.9241,0.433824,2.4648,KNK,0.119161,3,1.1250,-1.7192,0.411685,2.3539,KKN,0.774510,1,1.8750,1.8750,0.350448,2.0725,KNN,0.053372,3,0.8750,-2.5272,0.376034,2.1857,KNK,0.320282,2,0.5725,-0.5725,0.448455,2.5409
kk_grpo_v3_final_holdout_000455,KNK,KNK,0.667304,1,0.8738,0.8738,0.387062,2.2364,KNK,0.522031,1,0.1235,0.1235,0.370188,2.1593,KNK,0.700710,1,0.8734,0.8734,0.310516,1.9073,KNK,0.531016,1,0.1247,0.1247,0.333437,2.0004,KKN,0.293583,2,0.8760,-0.8760,0.296704,1.8533
kk_grpo_v3_final_holdout_000456,KNN,KNN,0.500058,1,0.0022,0.0022,0.336769,2.0143,KNN,0.679241,1,0.7508,0.7508,0.302434,1.8755,KNN,0.531684,1,0.1271,0.1271,0.332800,1.9978,KNN,0.562347,1,0.2507,0.2507,0.329668,1.9848,KNN,0.799413,1,1.3828,1.3828,0.241177,1.6512
kk_grpo_v3_final_holdout_000457,KKK,KKK,0.987108,1,4.5001,4.5001,0.036193,1.0782,KKK,0.999194,1,7.2501,7.2501,0.003293,1.0069,KKK,0.999693,1,8.3289,8.3289,0.001436,1.0030,KKK,0.979665,1,3.8751,3.8751,0.047793,1.1045,KKK,0.999934,1,9.7501,9.7501,0.000349,1.0007
kk_grpo_v3_final_holdout_000458,NNN,NNN,0.942745,1,3.1521,3.1521,0.126580,1.3011,NNN,0.920820,1,2.5227,2.5227,0.144115,1.3494,NNN,0.969405,1,3.8857,3.8857,0.077200,1.1741,NNN,0.986775,1,4.7611,4.7611,0.039023,1.0845,NNN,0.996820,1,5.9127,5.9127,0.011095,1.0233
kk_grpo_v3_final_holdout_000459,NKN,NKN,0.990074,1,4.6250,4.6250,0.027308,1.0584,NKN,0.957819,1,3.1250,3.1250,0.084401,1.1919,NKN,0.990230,1,4.6250,4.6250,0.026605,1.0569,NKN,0.994065,1,5.1250,5.1250,0.017554,1.0372,NKN,0.995337,1,5.3750,5.3750,0.014417,1.0304
