id,gt_pattern,same_count,different_count,and_count,or_count,not_count,person_is_count,expression_nodes,expression_depth,top_ops,top_ops_multiset,op_signature,statement_chars,epoch4_pred,epoch4_correct,epoch5_pred,epoch5_correct,v1_pred,v1_correct,v2_pred,v2_correct,v3_pred,v3_correct
row_0503,KKN,3,1,0,1,1,0,6,3,or+same+same,or|same|same,same:3+different:1+not:1+or:1,164,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0504,NKN,2,1,0,0,1,0,4,2,not+different+same,different|not|same,same:2+different:1+not:1,120,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0505,KKK,2,1,1,0,2,1,7,3,and+not+same,and|not|same,person_is:1+same:2+different:1+not:2+and:1,170,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0506,NNK,2,2,1,0,0,0,5,2,different+and+different,and|different|different,same:2+different:2+and:1,147,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0507,NNN,0,2,1,0,0,2,5,2,person_is+person_is+and,and|person_is|person_is,person_is:2+different:2+and:1,121,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0508,NNK,3,0,0,1,1,1,6,2,not+or+same,not|or|same,person_is:1+same:3+not:1+or:1,149,NKN,0,NKN,0,NNK,1,KNN,0,NNK,1
row_0509,KKK,4,2,1,3,1,1,12,3,or+or+or,or|or|or,person_is:1+same:4+different:2+not:1+and:1+or:3,299,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0510,NKN,1,1,0,0,1,1,4,2,same+not+different,different|not|same,person_is:1+same:1+different:1+not:1,106,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0511,NNK,1,2,1,1,0,2,7,3,person_is+and+same,and|person_is|same,person_is:2+same:1+different:2+and:1+or:1,163,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0512,NNN,0,1,0,0,1,2,4,2,person_is+different+not,different|not|person_is,person_is:2+different:1+not:1,89,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0513,KNN,1,0,0,0,0,2,3,1,same+person_is+person_is,person_is|person_is|same,person_is:2+same:1,66,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0514,NKK,1,2,1,0,0,1,5,2,same+different+and,and|different|same,person_is:1+same:1+different:2+and:1,134,KKK,0,KKK,0,NKK,1,KKK,0,KKK,0
row_0515,KNN,0,2,0,1,1,2,6,3,different+person_is+not,different|not|person_is,person_is:2+different:2+not:1+or:1,140,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0516,KKN,2,2,1,1,0,1,7,3,and+same+different,and|different|same,person_is:1+same:2+different:2+and:1+or:1,177,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0517,NKK,3,1,2,1,2,2,11,3,not+and+or,and|not|or,person_is:2+same:3+different:1+not:2+and:2+or:1,243,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_0518,KKK,3,2,0,2,0,0,7,2,or+or+same,or|or|same,same:3+different:2+or:2,194,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0519,NNK,1,3,1,1,3,1,10,3,not+not+or,not|not|or,person_is:1+same:1+different:3+not:3+and:1+or:1,241,NKN,0,NKK,0,NKK,0,NKK,0,NKK,0
row_0520,NKN,1,4,2,0,0,0,7,3,and+different+same,and|different|same,same:1+different:4+and:2,196,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0521,NNK,2,1,1,0,1,1,6,2,not+and+different,and|different|not,person_is:1+same:2+different:1+not:1+and:1,150,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0522,KNN,2,1,1,0,0,1,5,2,and+different+same,and|different|same,person_is:1+same:2+different:1+and:1,130,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0523,NNK,1,3,1,1,2,1,9,3,or+not+different,different|not|or,person_is:1+same:1+different:3+not:2+and:1+or:1,216,KNN,0,KNK,0,KNK,0,KNN,0,KNK,0
row_0524,KNN,1,2,0,2,0,2,7,3,or+same+different,different|or|same,person_is:2+same:1+different:2+or:2,162,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0525,KNK,2,1,2,1,1,3,10,3,not+and+person_is,and|not|person_is,person_is:3+same:2+different:1+not:1+and:2+or:1,207,NNN,0,NNN,0,KNK,1,KNK,1,KNK,1
row_0526,KNN,0,2,0,0,0,1,3,1,person_is+different+different,different|different|person_is,person_is:1+different:2,85,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0527,NKK,2,2,1,0,2,0,7,3,not+not+same,not|not|same,same:2+different:2+not:2+and:1,191,KKN,0,KKN,0,KKN,0,KKN,0,KKN,0
row_0528,KNK,1,2,2,2,0,4,11,3,person_is+or+or,or|or|person_is,person_is:4+same:1+different:2+and:2+or:2,222,NNN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0529,KNK,1,2,0,1,1,1,6,3,or+same+different,different|or|same,person_is:1+same:1+different:2+not:1+or:1,151,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0530,KNN,1,2,1,0,3,1,8,3,not+and+person_is,and|not|person_is,person_is:1+same:1+different:2+not:3+and:1,190,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0531,KNK,1,1,0,1,1,2,6,2,person_is+not+or,not|or|person_is,person_is:2+same:1+different:1+not:1+or:1,137,NNN,0,KNK,1,NNN,0,KNK,1,NNN,0
row_0532,NNK,1,2,0,0,2,0,5,3,not+same+different,different|not|same,same:1+different:2+not:2,142,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0533,NNK,1,2,1,0,2,1,7,3,same+and+different,and|different|same,person_is:1+same:1+different:2+not:2+and:1,175,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0534,KNK,0,3,1,3,0,4,11,3,or+person_is+or,or|or|person_is,person_is:4+different:3+and:1+or:3,228,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0535,NNK,3,1,3,3,0,5,15,3,or+and+or,and|or|or,person_is:5+same:3+different:1+and:3+or:3,301,KNK,0,KNK,0,KNK,0,KNK,0,KNK,0
row_0536,KNK,2,0,0,2,0,3,7,3,same+or+person_is,or|person_is|same,person_is:3+same:2+or:2,142,NKK,0,NKK,0,NKK,0,NKK,0,NKK,0
row_0537,NNK,2,2,2,0,0,1,7,3,and+same+same,and|same|same,person_is:1+same:2+different:2+and:2,178,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0538,NNK,1,2,1,1,0,2,7,3,person_is+or+different,different|or|person_is,person_is:2+same:1+different:2+and:1+or:1,163,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0539,KKK,3,0,0,2,0,2,7,3,same+or+same,or|same|same,person_is:2+same:3+or:2,160,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0540,KKK,2,0,0,1,3,2,8,3,not+same+or,not|or|same,person_is:2+same:2+not:3+or:1,174,KKK,1,KKK,1,KKK,1,INVALID,0,KKK,1
row_0541,NNN,1,1,2,0,0,3,7,2,and+and+person_is,and|and|person_is,person_is:3+same:1+different:1+and:2,143,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0542,NNN,0,2,0,2,0,3,7,3,different+person_is+or,different|or|person_is,person_is:3+different:2+or:2,150,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0543,NNK,3,2,2,2,1,2,12,3,and+or+not,and|not|or,person_is:2+same:3+different:2+not:1+and:2+or:2,276,NKN,0,NKN,0,NKK,0,NKN,0,NNK,1
row_0544,KKN,0,2,0,0,1,1,4,2,person_is+different+not,different|not|person_is,person_is:1+different:2+not:1,109,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0545,KKK,4,0,1,1,0,1,7,3,and+same+same,and|same|same,person_is:1+same:4+and:1+or:1,173,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0546,NKN,2,2,0,2,0,1,7,3,person_is+or+different,different|or|person_is,person_is:1+same:2+different:2+or:2,182,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0547,KNN,1,2,0,1,0,1,5,2,different+same+or,different|or|same,person_is:1+same:1+different:2+or:1,132,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0548,KNN,4,1,3,0,0,1,9,3,same+and+and,and|and|same,person_is:1+same:4+different:1+and:3,222,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_0549,KKN,1,4,2,1,2,1,11,3,and+and+different,and|and|different,person_is:1+same:1+different:4+not:2+and:2+or:1,268,KKN,1,NNN,0,KKN,1,KKN,1,KKN,1
row_0550,NKN,3,1,1,0,2,0,7,3,same+not+and,and|not|same,same:3+different:1+not:2+and:1,185,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0551,KNK,1,1,0,0,1,1,4,2,not+same+different,different|not|same,person_is:1+same:1+different:1+not:1,103,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0552,KNN,3,0,2,0,0,2,7,3,person_is+person_is+and,and|person_is|person_is,person_is:2+same:3+and:2,157,NNK,0,NKK,0,NKK,0,NKK,0,NNK,0
row_0553,NKK,3,2,3,0,1,1,10,3,and+and+different,and|and|different,person_is:1+same:3+different:2+not:1+and:3,242,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0554,NKK,0,1,0,1,0,3,5,2,person_is+or+different,different|or|person_is,person_is:3+different:1+or:1,96,KNK,0,KNK,0,NKK,1,KNK,0,KNK,0
row_0555,NNN,0,5,1,1,0,0,7,3,or+different+different,different|different|or,different:5+and:1+or:1,197,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0556,NNK,4,0,1,0,1,0,6,2,same+and+not,and|not|same,same:4+not:1+and:1,167,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0557,KKN,2,0,0,0,2,1,5,3,same+not+person_is,not|person_is|same,person_is:1+same:2+not:2,121,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0558,NNN,0,2,0,1,0,2,5,2,or+person_is+different,different|or|person_is,person_is:2+different:2+or:1,118,KNK,0,KNK,0,KKK,0,KKK,0,KKN,0
row_0559,NKN,2,4,2,1,0,0,9,3,same+and+and,and|and|same,same:2+different:4+and:2+or:1,242,NKN,1,NKN,1,NKN,1,KKN,0,NKN,1
row_0560,NNK,2,2,1,1,1,1,8,3,and+or+same,and|or|same,person_is:1+same:2+different:2+not:1+and:1+or:1,197,NKN,0,NKN,0,NKN,0,NKN,0,NKK,0
row_0561,NNK,1,2,0,0,0,0,3,1,different+same+different,different|different|same,same:1+different:2,104,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0562,KNK,1,2,1,1,3,2,10,3,different+and+or,and|different|or,person_is:2+same:1+different:2+not:3+and:1+or:1,219,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0563,NKK,3,2,1,2,0,1,9,3,and+same+same,and|same|same,person_is:1+same:3+different:2+and:1+or:2,227,NKK,1,NKK,1,NKK,1,NKK,1,NNK,0
row_0564,KNK,1,1,0,0,1,1,4,2,same+not+person_is,not|person_is|same,person_is:1+same:1+different:1+not:1,103,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0565,KKN,2,2,0,1,1,0,6,3,different+or+same,different|or|same,same:2+different:2+not:1+or:1,168,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0566,NKN,1,0,0,1,0,3,5,2,or+same+person_is,or|person_is|same,person_is:3+same:1+or:1,93,KNN,0,KNN,0,KNN,0,KNN,0,KNN,0
row_0567,KKN,1,2,0,0,1,0,4,2,not+different+same,different|not|same,same:1+different:2+not:1,122,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0568,KKK,2,2,0,1,2,0,7,3,same+same+or,or|same|same,same:2+different:2+not:2+or:1,190,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0569,KNN,2,3,1,1,0,0,7,3,or+same+different,different|or|same,same:2+different:3+and:1+or:1,199,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0570,NKN,4,2,3,1,1,1,12,3,and+or+same,and|or|same,person_is:1+same:4+different:2+not:1+and:3+or:1,286,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0571,KNK,2,3,3,1,0,2,11,3,person_is+and+or,and|or|person_is,person_is:2+same:2+different:3+and:3+or:1,254,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0572,NKN,2,0,1,0,2,2,7,3,same+not+and,and|not|same,person_is:2+same:2+not:2+and:1,153,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_0573,NKK,1,3,1,1,1,1,8,3,not+person_is+and,and|not|person_is,person_is:1+same:1+different:3+not:1+and:1+or:1,202,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0574,KKN,2,3,2,1,0,1,9,3,different+same+and,and|different|same,person_is:1+same:2+different:3+and:2+or:1,223,KNN,0,KKN,1,KKN,1,KKN,1,KKN,1
row_0575,NNN,1,2,1,1,0,2,7,3,different+and+person_is,and|different|person_is,person_is:2+same:1+different:2+and:1+or:1,160,KNK,0,KNK,0,KNK,0,KNK,0,KNK,0
row_0576,KNN,3,1,2,0,1,1,8,3,same+and+same,and|same|same,person_is:1+same:3+different:1+not:1+and:2,196,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0577,NNK,0,3,2,0,1,2,8,2,and+not+and,and|and|not,person_is:2+different:3+not:1+and:2,181,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0578,KKK,3,1,0,1,0,0,5,2,same+or+same,or|same|same,same:3+different:1+or:1,148,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0579,NNK,4,3,4,2,1,2,16,3,and+and+and,and|and|and,person_is:2+same:4+different:3+not:1+and:4+or:2,366,NNN,0,NNN,0,NNK,1,NNN,0,NNK,1
row_0580,KKK,4,1,1,1,0,0,7,3,same+and+same,and|same|same,same:4+different:1+and:1+or:1,193,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0581,KKN,3,1,0,1,0,0,5,2,or+different+same,different|or|same,same:3+different:1+or:1,146,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0582,KKK,3,1,1,1,0,1,7,3,and+person_is+same,and|person_is|same,person_is:1+same:3+different:1+and:1+or:1,179,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0583,KNK,1,3,0,2,1,1,8,3,not+different+or,different|not|or,person_is:1+same:1+different:3+not:1+or:2,200,KNK,1,KNK,1,NKK,0,KNK,1,KNK,1
row_0584,KNN,2,2,0,2,1,1,8,3,not+or+person_is,not|or|person_is,person_is:1+same:2+different:2+not:1+or:2,199,NKK,0,NKK,0,NKK,0,KKN,0,NKK,0
row_0585,KKN,1,0,1,0,1,3,6,3,person_is+not+same,not|person_is|same,person_is:3+same:1+not:1+and:1,117,KKN,1,KKK,0,KKN,1,KKN,1,KKN,1
row_0586,NNK,1,0,2,0,0,4,7,3,person_is+and+person_is,and|person_is|person_is,person_is:4+same:1+and:2,124,KNK,0,KNK,0,NNK,1,KNK,0,KNK,0
row_0587,KNK,2,2,1,3,2,3,13,3,or+not+not,not|not|or,person_is:3+same:2+different:2+not:2+and:1+or:3,278,KNK,1,NKN,0,KKN,0,NKN,0,KNK,1
row_0588,NKK,1,4,0,2,1,0,8,3,same+or+different,different|or|same,same:1+different:4+not:1+or:2,224,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0589,KNN,0,2,1,0,1,2,6,3,not+different+person_is,different|not|person_is,person_is:2+different:2+not:1+and:1,135,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0590,NNN,0,3,0,0,0,0,3,1,different+different+different,different|different|different,different:3,104,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0591,KKK,3,0,1,0,0,1,5,2,person_is+and+same,and|person_is|same,person_is:1+same:3+and:1,129,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0592,KKK,2,1,0,0,1,0,4,2,not+same+same,not|same|same,same:2+different:1+not:1,118,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0593,KKK,6,0,0,5,0,2,13,3,or+or+or,or|or|or,person_is:2+same:6+or:5,301,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0594,KKK,5,0,2,0,0,0,7,3,same+same+and,and|same|same,same:5+and:2,186,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0595,KKN,2,1,2,1,0,3,9,3,person_is+person_is+and,and|person_is|person_is,person_is:3+same:2+different:1+and:2+or:1,189,NNK,0,KKN,1,NNK,0,KKN,1,KKN,1
row_0596,NKK,1,2,0,1,1,1,6,3,not+same+different,different|not|same,person_is:1+same:1+different:2+not:1+or:1,154,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0597,NKK,1,1,2,3,0,6,13,3,or+different+or,different|or|or,person_is:6+same:1+different:1+and:2+or:3,234,KNK,0,KNK,0,KNK,0,KNK,0,KNK,0
row_0598,KNK,2,1,1,0,0,1,5,2,and+same+different,and|different|same,person_is:1+same:2+different:1+and:1,128,KNK,1,KNK,1,KNK,1,KNN,0,KNK,1
row_0599,KNN,1,2,2,0,2,2,9,3,different+and+and,and|and|different,person_is:2+same:1+different:2+not:2+and:2,203,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_0600,KKN,1,1,0,1,0,2,5,2,or+person_is+different,different|or|person_is,person_is:2+same:1+different:1+or:1,116,KKN,1,KKN,1,KKN,1,KKN,1,KKK,0
row_0601,KNK,2,0,1,1,2,3,9,3,or+not+same,not|or|same,person_is:3+same:2+not:2+and:1+or:1,185,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0602,KNK,0,3,0,1,1,1,6,3,different+person_is+or,different|or|person_is,person_is:1+different:3+not:1+or:1,157,KNK,1,KNK,1,KNK,1,NNK,0,NNK,0
row_0603,KNN,2,1,0,1,0,1,5,2,or+same+same,or|same|same,person_is:1+same:2+different:1+or:1,129,KNN,1,KNN,1,KNN,1,KNN,1,KNK,0
row_0604,KKN,1,4,0,5,0,3,13,3,or+or+or,or|or|or,person_is:3+same:1+different:4+or:5,294,KNK,0,KKK,0,KKK,0,KKK,0,KKK,0
row_0605,NKN,2,1,0,0,1,0,4,2,different+not+same,different|not|same,same:2+different:1+not:1,120,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0606,NNN,1,2,1,0,1,1,6,3,different+not+different,different|different|not,person_is:1+same:1+different:2+not:1+and:1,152,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0607,KNN,1,2,0,1,1,1,6,3,different+person_is+or,different|or|person_is,person_is:1+same:1+different:2+not:1+or:1,154,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0608,NKN,2,1,2,1,1,3,10,3,and+different+and,and|and|different,person_is:3+same:2+different:1+not:1+and:2+or:1,212,NKN,1,NKN,1,NKN,1,NKN,1,NNN,0
row_0609,NNN,1,1,1,2,2,4,11,3,and+not+person_is,and|not|person_is,person_is:4+same:1+different:1+not:2+and:1+or:2,217,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0610,NNK,2,2,0,2,0,1,7,2,different+or+or,different|or|or,person_is:1+same:2+different:2+or:2,181,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0611,KKK,7,1,4,2,0,1,15,3,and+or+and,and|and|or,person_is:1+same:7+different:1+and:4+or:2,359,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0612,KKK,1,1,0,0,3,1,6,3,not+same+not,not|not|same,person_is:1+same:1+different:1+not:3,142,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0613,KKK,3,1,2,2,0,3,11,3,same+and+or,and|or|same,person_is:3+same:3+different:1+and:2+or:2,234,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0614,KKK,2,0,0,0,0,1,3,1,person_is+same+same,person_is|same|same,person_is:1+same:2,82,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0615,KNK,5,1,3,2,2,2,15,3,or+and+not,and|not|or,person_is:2+same:5+different:1+not:2+and:3+or:2,341,KNK,1,KNK,1,KNK,1,KKN,0,KNK,1
row_0616,KKK,3,0,0,1,0,1,5,2,same+or+same,or|same|same,person_is:1+same:3+or:1,129,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0617,NNN,0,0,2,0,2,5,9,3,not+and+and,and|and|not,person_is:5+not:2+and:2,152,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0618,NNK,2,2,1,0,1,0,6,3,same+and+different,and|different|same,same:2+different:2+not:1+and:1,173,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0619,NNK,1,2,3,2,0,5,13,3,and+and+or,and|and|or,person_is:5+same:1+different:2+and:3+or:2,253,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0620,KKK,1,2,0,1,2,1,7,3,same+or+not,not|or|same,person_is:1+same:1+different:2+not:2+or:1,171,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0621,KKN,2,2,1,1,1,1,8,3,or+different+same,different|or|same,person_is:1+same:2+different:2+not:1+and:1+or:1,197,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0622,NNK,2,0,0,0,0,1,3,1,same+same+person_is,person_is|same|same,person_is:1+same:2,85,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_0623,NKN,0,1,0,1,1,3,6,2,person_is+or+not,not|or|person_is,person_is:3+different:1+not:1+or:1,120,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0624,KKN,2,1,2,1,1,3,10,3,and+or+same,and|or|same,person_is:3+same:2+different:1+not:1+and:2+or:1,213,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0625,KNK,0,3,0,3,0,3,9,3,or+person_is+or,or|or|person_is,person_is:3+different:3+or:3,193,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0626,NNN,2,2,1,2,2,2,11,3,not+and+not,and|not|not,person_is:2+same:2+different:2+not:2+and:1+or:2,250,NNK,0,NNN,1,NNN,1,NNN,1,NNN,1
row_0627,KNK,3,1,1,1,2,1,9,3,different+or+not,different|not|or,person_is:1+same:3+different:1+not:2+and:1+or:1,218,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_0628,KKN,2,0,0,1,0,2,5,2,or+person_is+same,or|person_is|same,person_is:2+same:2+or:1,112,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_0629,NKN,2,3,2,1,1,1,10,3,not+or+and,and|not|or,person_is:1+same:2+different:3+not:1+and:2+or:1,245,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0630,NNN,0,2,0,0,3,1,6,3,not+different+not,different|not|not,person_is:1+different:2+not:3,149,NNN,1,NKN,0,NKN,0,NKN,0,NNN,1
row_0631,KNK,2,2,0,3,0,2,9,3,or+same+or,or|or|same,person_is:2+same:2+different:2+or:3,211,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0632,KNK,2,1,0,1,1,1,6,3,same+different+or,different|or|same,person_is:1+same:2+different:1+not:1+or:1,152,KNK,1,KNK,1,NKK,0,NKK,0,NKK,0
row_0633,KKN,2,4,1,2,0,0,9,3,or+different+and,and|different|or,same:2+different:4+and:1+or:2,243,KNK,0,KNK,0,KKN,1,KNK,0,KKN,1
row_0634,KKK,2,1,0,1,0,1,5,2,same+person_is+or,or|person_is|same,person_is:1+same:2+different:1+or:1,134,KNK,0,KNK,0,KKK,1,KNK,0,KNK,0
row_0635,NKN,1,1,1,0,1,2,6,3,different+not+same,different|not|same,person_is:2+same:1+different:1+not:1+and:1,136,NKN,1,KKN,0,NKN,1,KKN,0,NKN,1
row_0636,NKN,1,1,1,1,1,3,8,3,and+same+person_is,and|person_is|same,person_is:3+same:1+different:1+not:1+and:1+or:1,167,KNK,0,KNK,0,KNK,0,KNN,0,KNK,0
row_0637,NNK,3,0,0,1,1,1,6,2,same+not+or,not|or|same,person_is:1+same:3+not:1+or:1,147,NNK,1,NKN,0,NNK,1,NNK,1,NNK,1
row_0638,KNN,4,1,0,2,0,0,7,3,or+same+different,different|or|same,same:4+different:1+or:2,190,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_0639,KKK,3,0,1,1,0,2,7,3,and+same+same,and|same|same,person_is:2+same:3+and:1+or:1,159,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0640,NKK,0,3,1,0,1,1,6,3,different+person_is+not,different|not|person_is,person_is:1+different:3+not:1+and:1,152,NKK,1,NKK,1,NKK,1,KNK,0,NKK,1
row_0641,NNN,1,2,0,1,3,1,8,3,not+different+not,different|not|not,person_is:1+same:1+different:2+not:3+or:1,191,NNN,1,NNK,0,NNK,0,NNN,1,NNN,1
row_0642,KKN,2,1,1,1,2,2,9,3,not+and+same,and|not|same,person_is:2+same:2+different:1+not:2+and:1+or:1,201,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_0643,KKK,3,0,1,2,0,3,9,3,person_is+same+and,and|person_is|same,person_is:3+same:3+and:1+or:2,194,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_0644,NNK,0,2,1,1,3,3,10,3,and+or+not,and|not|or,person_is:3+different:2+not:3+and:1+or:1,209,NKN,0,NKN,0,NKN,0,NKN,0,NKK,0
row_0645,NKK,2,1,0,1,0,1,5,2,same+or+different,different|or|same,person_is:1+same:2+different:1+or:1,132,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0646,KKN,1,1,1,0,1,2,6,2,and+same+not,and|not|same,person_is:2+same:1+different:1+not:1+and:1,134,KNN,0,KKN,1,KKN,1,KKN,1,KKN,1
row_0647,KNK,3,0,1,0,0,1,5,2,same+and+same,and|same|same,person_is:1+same:3+and:1,130,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0648,NKK,2,2,3,1,0,3,11,3,and+and+person_is,and|and|person_is,person_is:3+same:2+different:2+and:3+or:1,240,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_0649,NKN,4,0,2,2,1,3,12,3,and+same+or,and|or|same,person_is:3+same:4+not:1+and:2+or:2,255,NNK,0,NNK,0,NKN,1,NKN,1,NNK,0
row_0650,NKK,3,0,1,1,0,2,7,3,or+same+same,or|same|same,person_is:2+same:3+and:1+or:1,157,NKK,1,NKK,1,KKK,0,KKN,0,KKN,0
row_0651,KNK,0,3,0,2,0,2,7,3,or+person_is+different,different|or|person_is,person_is:2+different:3+or:2,162,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_0652,NKN,1,2,0,0,1,0,4,2,same+different+not,different|not|same,same:1+different:2+not:1,120,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_0653,NKK,1,2,0,0,0,0,3,1,same+different+different,different|different|same,same:1+different:2,106,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_0654,KNN,2,4,2,1,1,0,10,3,different+not+and,and|different|not,same:2+different:4+not:1+and:2+or:1,264,KNN,1,KNN,1,KKN,0,KNN,1,KNN,1
row_0655,NNN,1,1,0,0,1,1,4,2,different+not+person_is,different|not|person_is,person_is:1+same:1+different:1+not:1,104,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_0656,KKN,0,1,0,0,1,2,4,2,person_is+person_is+not,not|person_is|person_is,person_is:2+different:1+not:1,89,NKK,0,NKK,0,NKK,0,NKK,0,NKK,0
row_0657,KKN,0,1,0,1,1,3,6,3,person_is+or+person_is,or|person_is|person_is,person_is:3+different:1+not:1+or:1,114,KKN,1,KKN,1,NNK,0,KKN,1,KKN,1
